epoch,accuracy,loss,val_accuracy,val_loss
0,0.9147942066192627,0.7580446004867554,0.8818424344062805,0.7167928218841553
1,0.9334816336631775,0.5616700053215027,0.8901869058609009,0.6339588165283203
2,0.9372636079788208,0.5102472305297852,0.884178876876831,0.6728754639625549
3,0.9341490268707275,0.4845687448978424,0.8885180354118347,0.5929874181747437
4,0.931034505367279,0.47046181559562683,0.8851802349090576,0.5937231183052063
5,0.9354838728904724,0.44981077313423157,0.8845126628875732,0.6323864459991455
6,0.9374861121177673,0.4406684637069702,0.8851802349090576,0.602205216884613
7,0.9345939755439758,0.438221275806427,0.8855140209197998,0.5666730403900146
8,0.9314793944358826,0.44577986001968384,0.8861815929412842,0.5848670601844788
9,0.9352614283561707,0.42668864130973816,0.8815087080001831,0.5791916251182556
10,0.9319243431091309,0.4328959882259369,0.8825100064277649,0.5913832187652588
11,0.9352614283561707,0.420124351978302,0.8845126628875732,0.5706966519355774
12,0.9334816336631775,0.42134979367256165,0.8845126628875732,0.6004565954208374
13,0.9341490268707275,0.42416489124298096,0.8835113644599915,0.6211668848991394
14,0.9357063174247742,0.4192008972167969,0.8835113644599915,0.5703086853027344
15,0.9321468472480774,0.42519980669021606,0.8838451504707336,0.612485945224762
16,0.936373770236969,0.41899436712265015,0.885847806930542,0.5612844824790955
17,0.9319243431091309,0.4153417944908142,0.8835113644599915,0.6058489084243774
18,0.937041163444519,0.41554197669029236,0.8831775784492493,0.545932948589325
19,0.9354838728904724,0.41256746649742126,0.8835113644599915,0.5466849207878113
20,0.9352614283561707,0.4149731397628784,0.8898531198501587,0.5544023513793945
21,0.9321468472480774,0.416704386472702,0.8888518214225769,0.5433093905448914
22,0.9339265823364258,0.4237690567970276,0.8855140209197998,0.5453338623046875
23,0.9328142404556274,0.42088624835014343,0.8848464488983154,0.6205265522003174
24,0.9332591891288757,0.4203048646450043,0.8905206918716431,0.5321311354637146
25,0.9361512660980225,0.41673412919044495,0.8875166773796082,0.5547987222671509
26,0.9339265823364258,0.4142308235168457,0.8881842494010925,0.5711872577667236
27,0.9314793944358826,0.4170731008052826,0.8825100064277649,0.7149449586868286
28,0.9334816336631775,0.4177549481391907,0.8885180354118347,0.5429996848106384
29,0.9328142404556274,0.4117642045021057,0.8875166773796082,0.5458096265792847
30,0.9359288215637207,0.40789732336997986,0.887182891368866,0.5362645387649536
31,0.9339265823364258,0.4205528795719147,0.8891856074333191,0.5489940643310547
32,0.9372636079788208,0.4119092524051666,0.8878504633903503,0.5502735376358032
33,0.9352614283561707,0.4153917729854584,0.8865153789520264,0.5982891917228699
34,0.9354838728904724,0.40991002321243286,0.8785046935081482,0.7757405638694763
35,0.9339265823364258,0.4165516197681427,0.8845126628875732,0.560074508190155
36,0.9354838728904724,0.4119773507118225,0.8838451504707336,0.5881805419921875
37,0.9372636079788208,0.40642601251602173,0.887182891368866,0.5901092290878296
38,0.9350389242172241,0.408221960067749,0.8861815929412842,0.6427168846130371
39,0.9365962147712708,0.40991970896720886,0.8775033354759216,0.7421397566795349
40,0.9345939755439758,0.40923193097114563,0.8868491053581238,0.56711745262146
41,0.9357063174247742,0.4037235677242279,0.8805073499679565,0.7746999263763428
42,0.9339265823364258,0.4186842739582062,0.8848464488983154,0.5904088020324707
43,0.933704137802124,0.41252684593200684,0.8808411359786987,0.6590020060539246
44,0.9374861121177673,0.41114455461502075,0.8908544778823853,0.5409671068191528
45,0.9374861121177673,0.4097314476966858,0.8875166773796082,0.5408938527107239
46,0.9374861121177673,0.40627744793891907,0.885847806930542,0.5483779311180115
47,0.9377085566520691,0.4023445248603821,0.8868491053581238,0.6140906810760498
48,0.9392658472061157,0.39964839816093445,0.887182891368866,0.6142156720161438
49,0.9381535053253174,0.40503036975860596,0.8825100064277649,0.6847707033157349
50,0.9357063174247742,0.4066331684589386,0.8861815929412842,0.610393762588501
51,0.9352614283561707,0.4014597237110138,0.8875166773796082,0.5958733558654785
52,0.9359288215637207,0.40351587533950806,0.887182891368866,0.5483763217926025
53,0.9381535053253174,0.39974918961524963,0.8811749219894409,0.6890127658843994
54,0.9348164796829224,0.4030495882034302,0.885847806930542,0.5768005847930908
55,0.9368186593055725,0.3993312418460846,0.884178876876831,0.6042175889015198
56,0.9352614283561707,0.40344786643981934,0.8865153789520264,0.5620855689048767
57,0.9350389242172241,0.4035746157169342,0.8835113644599915,0.5868319869041443
58,0.9361512660980225,0.4056171476840973,0.885847806930542,0.5692287683486938
59,0.9345939755439758,0.40322232246398926,0.8845126628875732,0.6267303228378296
60,0.9388208985328674,0.40034767985343933,0.885847806930542,0.5696117281913757
61,0.936373770236969,0.39989858865737915,0.8851802349090576,0.5837104320526123
62,0.9354838728904724,0.39917001128196716,0.8848464488983154,0.6340774297714233
63,0.9377085566520691,0.4042070508003235,0.8868491053581238,0.5574166178703308
64,0.937041163444519,0.3963831663131714,0.8868491053581238,0.64213627576828
65,0.9379310607910156,0.404839426279068,0.8818424344062805,0.63249272108078
66,0.936373770236969,0.4018719792366028,0.8881842494010925,0.5330923199653625
67,0.9379310607910156,0.3934483826160431,0.8881842494010925,0.5692674517631531
68,0.939043402671814,0.3956136703491211,0.8865153789520264,0.5927203893661499
69,0.9361512660980225,0.3947390615940094,0.8815087080001831,0.6411697864532471
70,0.9359288215637207,0.4059481918811798,0.8885180354118347,0.5292505025863647
71,0.9377085566520691,0.40090063214302063,0.8865153789520264,0.5368689894676208
72,0.9365962147712708,0.40714582800865173,0.887182891368866,0.5438104867935181
73,0.9401557445526123,0.40008601546287537,0.8891856074333191,0.5705407857894897
74,0.9368186593055725,0.39429548382759094,0.8865153789520264,0.5626046061515808
75,0.9377085566520691,0.3992357850074768,0.8798397779464722,0.7402528524398804
76,0.9388208985328674,0.39801397919654846,0.8865153789520264,0.5431369543075562
77,0.9383759498596191,0.3945823013782501,0.887182891368866,0.6814767718315125
78,0.9383759498596191,0.40084898471832275,0.8865153789520264,0.6432241797447205
79,0.9372636079788208,0.39738929271698,0.8891856074333191,0.6064363121986389
80,0.9374861121177673,0.395836740732193,0.8821762204170227,0.6784972548484802
81,0.9372636079788208,0.3967573344707489,0.8855140209197998,0.676759660243988
82,0.9406006932258606,0.3990820348262787,0.8868491053581238,0.6195908784866333
83,0.9410455822944641,0.39517706632614136,0.887182891368866,0.6563221216201782
84,0.9368186593055725,0.39484837651252747,0.8828437924385071,0.7002363204956055
85,0.9392658472061157,0.3979948163032532,0.878170907497406,0.7604871392250061
86,0.9365962147712708,0.40053707361221313,0.8898531198501587,0.5345563292503357
87,0.9381535053253174,0.39625683426856995,0.8861815929412842,0.5584129095077515
88,0.9372636079788208,0.39559903740882874,0.8861815929412842,0.6380717158317566
89,0.9368186593055725,0.39521124958992004,0.8875166773796082,0.5745656490325928
90,0.9372636079788208,0.3992779850959778,0.8868491053581238,0.6012915968894958
91,0.9381535053253174,0.3971533179283142,0.885847806930542,0.5521507859230042
