epoch,accuracy,loss,val_accuracy,val_loss
0,0.619799792766571,7.338054656982422,0.49165552854537964,6.597251892089844
1,0.646941065788269,5.085239887237549,0.5811081528663635,4.162222385406494
2,0.6669632792472839,3.289034128189087,0.5243658423423767,2.8081905841827393
3,0.6614015698432922,2.1502881050109863,0.5500667691230774,1.9251939058303833
4,0.6700778603553772,1.4794042110443115,0.5844459533691406,1.4076141119003296
5,0.6647385954856873,1.09859299659729,0.5730974674224854,1.114754319190979
6,0.6729699373245239,0.8828904628753662,0.6458611488342285,0.8432908654212952
7,0.658954381942749,0.8061959743499756,0.657543420791626,0.7824264764785767
8,0.658954381942749,0.7316672205924988,0.6268357634544373,0.7591249346733093
9,0.6738598346710205,0.6875942349433899,0.49165552854537964,1.2078015804290771
10,0.6700778603553772,0.6757149696350098,0.6835781335830688,0.6581588387489319
11,0.6734148859977722,0.662841796875,0.6074766516685486,0.7696413397789001
12,0.6709677577018738,0.6585463881492615,0.4936582148075104,1.081653118133545
13,0.6627363562583923,0.6694650650024414,0.5600801110267639,0.7143461108207703
14,0.6580645442008972,0.6594753265380859,0.678905189037323,0.6547980308532715
15,0.6569521427154541,0.6673316955566406,0.4926568865776062,1.2589337825775146
16,0.6540600657463074,0.6738067865371704,0.5373831987380981,0.8591910600662231
17,0.6558398008346558,0.6698353886604309,0.5490654110908508,0.7372041940689087
18,0.6656284928321838,0.655297577381134,0.5347129702568054,0.7106149792671204
19,0.6658509373664856,0.6570581793785095,0.5393858551979065,0.7448852062225342
20,0.6580645442008972,0.6609792709350586,0.52937251329422,0.7370863556861877
21,0.6585094332695007,0.663102388381958,0.6331775784492493,0.7046085000038147
22,0.6662958860397339,0.648911714553833,0.635847806930542,0.6894091963768005
23,0.6538376212120056,0.6539438366889954,0.672897219657898,0.6714544296264648
24,0.6547274589538574,0.6542584300041199,0.6752336621284485,0.6736528277397156
25,0.6698554158210754,0.6556561589241028,0.6952603459358215,0.6374538540840149
26,0.6618465185165405,0.6543449759483337,0.6298397779464722,0.6601644158363342
27,0.6525027751922607,0.6591386795043945,0.677570104598999,0.6516173481941223
28,0.6553949117660522,0.6520498394966125,0.6568758487701416,0.6766620874404907
29,0.656284749507904,0.6598655581474304,0.5483978390693665,0.7148879170417786
30,0.662291407585144,0.6577449440956116,0.5680907964706421,0.8965253829956055
31,0.6538376212120056,0.6610686779022217,0.5727636814117432,0.7365798354148865
32,0.664961040019989,0.659229576587677,0.6238317489624023,0.6863874197006226
33,0.6602892279624939,0.650213360786438,0.6812416315078735,0.6912808418273926
34,0.6576195955276489,0.7302634716033936,0.6078104376792908,0.7389719486236572
35,0.6542825102806091,0.6835333108901978,0.6431909203529358,0.6846060752868652
36,0.6685205698013306,0.6606630682945251,0.5781041383743286,0.7107175588607788
37,0.664293646812439,0.6592596769332886,0.492990642786026,1.2647541761398315
