epoch,accuracy,loss,val_accuracy,val_loss
0,0.5839822292327881,7.439827919006348,0.578771710395813,6.301712989807129
1,0.6458287239074707,5.20747184753418,0.637182891368866,4.2227020263671875
2,0.6573970913887024,3.4564294815063477,0.6268357634544373,2.803309917449951
3,0.6823136806488037,2.289418935775757,0.6692256331443787,1.8902426958084106
4,0.6812013387680054,1.6026040315628052,0.6578771471977234,1.3964883089065552
5,0.6923248171806335,1.1987230777740479,0.5984646081924438,1.155283808708191
6,0.7081201076507568,0.9616726040840149,0.6068090796470642,0.9425872564315796
7,0.7041156888008118,0.8378416895866394,0.6458611488342285,0.8463314175605774
8,0.6909899711608887,0.7788841724395752,0.6809079051017761,0.7718352675437927
9,0.6889877915382385,0.7463351488113403,0.6598798632621765,0.7645305395126343
10,0.6925472617149353,0.7283101081848145,0.6598798632621765,0.7675679326057434
11,0.6994438171386719,0.6963380575180054,0.6101468801498413,0.7708194255828857
12,0.6832035779953003,0.7240276336669922,0.6779038906097412,0.7679123282432556
13,0.6938821077346802,0.6870132684707642,0.5824432373046875,0.7575488090515137
14,0.7032257914543152,0.6787365078926086,0.6769025325775146,0.7616492509841919
15,0.694771945476532,0.6805187463760376,0.655874490737915,0.7120221853256226
16,0.6925472617149353,0.6870459318161011,0.6258344650268555,0.7459359765052795
17,0.6954393982887268,0.6905809044837952,0.6315087080001831,1.0076926946640015
18,0.682758629322052,0.6959726214408875,0.6735647320747375,0.7063831090927124
19,0.6905450224876404,0.6817510724067688,0.6234980225563049,0.7343951463699341
20,0.6923248171806335,0.6946744918823242,0.6164886355400085,0.7544147372245789
21,0.6878753900527954,0.6968278288841248,0.6688918471336365,0.7120732069015503
22,0.683426022529602,0.7030109167098999,0.6615487337112427,0.7256857752799988
23,0.7047830820083618,0.675913393497467,0.5997997522354126,0.8081076145172119
24,0.6849833130836487,0.7078285813331604,0.6835781335830688,0.7006968855857849
25,0.6936596035957336,0.6885328888893127,0.5697596669197083,0.7909242510795593
26,0.6936596035957336,0.6787824630737305,0.534045398235321,0.8595873713493347
27,0.6863181591033936,0.6914935111999512,0.6441922783851624,0.720947265625
28,0.6869855523109436,0.6931412220001221,0.5834445953369141,0.8124939799308777
29,0.6983314752578735,0.6797381043434143,0.6395193338394165,0.7688650488853455
30,0.7083426117897034,0.6696857213973999,0.6625500917434692,0.720653235912323
31,0.7058954238891602,0.692750871181488,0.5450600981712341,0.824674129486084
32,0.7134593725204468,0.6837099194526672,0.6315087080001831,0.7476846575737
33,0.7196885347366333,0.6752501130104065,0.6628838181495667,0.7122369408607483
34,0.7163515090942383,0.692419171333313,0.5937917232513428,0.7950978875160217
35,0.6925472617149353,0.7075033187866211,0.6131508946418762,0.764634907245636
36,0.7090100049972534,0.687198281288147,0.6318424344062805,0.7255116105079651
37,0.7085650563240051,0.7026718854904175,0.5831108093261719,0.9583837389945984
38,0.7283648252487183,0.6691368818283081,0.6171562075614929,0.7443933486938477
39,0.7337040901184082,0.6414907574653625,0.7326435446739197,0.6723146438598633
40,0.7190211415290833,0.6915390491485596,0.5534045100212097,0.8244883418083191
41,0.7234705090522766,0.6696422696113586,0.6251668930053711,0.7499261498451233
42,0.7368186712265015,0.6529648303985596,0.5807743668556213,0.8067262172698975
43,0.737041175365448,0.6617493629455566,0.6301735639572144,0.7503622174263
44,0.7423804402351379,0.6338183283805847,0.5110146999359131,0.8321479558944702
45,0.7481646537780762,0.6216596364974976,0.6425233483314514,0.7977900505065918
46,0.7508342862129211,0.6195796728134155,0.6305073499679565,0.7572498917579651
47,0.7394883036613464,0.6510342359542847,0.5500667691230774,0.871279239654541
48,0.7428253889083862,0.6292518377304077,0.7086114883422852,0.700645923614502
49,0.7501668334007263,0.6183325052261353,0.7119492888450623,0.6672900915145874
50,0.7515016794204712,0.601728618144989,0.75,0.657843291759491
51,0.7592880725860596,0.5996422171592712,0.6842456459999084,0.7065491080284119
52,0.7499443888664246,0.595675528049469,0.6021361947059631,0.7347618341445923
53,0.7472747564315796,0.6244508028030396,0.644859790802002,0.7062630653381348
54,0.7639599442481995,0.6004693508148193,0.6845794320106506,0.756217360496521
55,0.7664071321487427,0.5832428932189941,0.7042723894119263,1.2079144716262817
56,0.7650722861289978,0.6022288203239441,0.7606809139251709,0.6454047560691833
57,0.7635149955749512,0.5875124931335449,0.722296416759491,0.6772609949111938
58,0.7679644227027893,0.5783875584602356,0.7403204441070557,0.6317638754844666
59,0.7830923199653625,0.5551716685295105,0.6955941319465637,0.7342540621757507
60,0.764182448387146,0.5790106654167175,0.7479973435401917,0.6629791855812073
61,0.7604004740715027,0.5832379460334778,0.6632176041603088,0.6951737403869629
62,0.7759733200073242,0.578385055065155,0.6011348366737366,1.2439802885055542
63,0.7746384739875793,0.5743738412857056,0.7750333547592163,0.5679745078086853
64,0.7828698754310608,0.5494862198829651,0.6715620756149292,0.6479417085647583
65,0.7830923199653625,0.601568877696991,0.7683578133583069,0.5827785134315491
66,0.7915461659431458,0.5476958155632019,0.7493324279785156,0.589164137840271
67,0.7873192429542542,0.549896776676178,0.7339786291122437,0.6222596168518066
68,0.7904338240623474,0.5379738807678223,0.734646201133728,0.609942615032196
69,0.7888765335083008,0.5437520146369934,0.7713618278503418,0.5730390548706055
70,0.779532790184021,0.5459147095680237,0.7316421866416931,0.6083154678344727
71,0.7739710807800293,0.5669064521789551,0.7740320563316345,0.5842919945716858
72,0.7775306105613708,0.5478454232215881,0.5413885116577148,1.5509898662567139
73,0.776863157749176,0.5547351241111755,0.5714285969734192,0.872341513633728
74,0.7844271659851074,0.5426661372184753,0.7683578133583069,0.579001784324646
75,0.772858738899231,0.5590798854827881,0.7246328592300415,0.6366745233535767
76,0.797997772693634,0.5222077369689941,0.7800400257110596,0.5677267909049988
77,0.7864293456077576,0.5398941040039062,0.6899198889732361,0.6736819744110107
78,0.7884315848350525,0.5444841980934143,0.7623497843742371,0.6014197468757629
79,0.7962180376052856,0.5344771146774292,0.7713618278503418,0.6193475127220154
80,0.7899888753890991,0.5270496010780334,0.7696928977966309,0.6412743330001831
